hr,name,flamsteed,bayer,bayer_sup,cst,hd,sao,var_id,ra_deg_j2000,dec_deg_j2000,vmag,vmag_code,b_v,sp_type,pm_ra_arcsec,pm_de_arcsec,parallax_arcsec,is_ghost
3864,,,,,,84152,237224,,145.259167,-57.259722,5.8,,1.09,K0-1III,0.081,-0.043,,false
3865, 28    UMa,28,,,UMa,84179,14980,,146.480833,63.653333,6.34,,0.31,F2V,-0.012,-0.043,,false
3866, 16Psi Leo,16,Psi,,Leo,84194,98733,4594,145.932917,14.021667,5.35,,1.63,M2IIIab,0.004,-0.003,,false
3867,,,,,,84224,200652,,145.6725,-35.501667,6.41,,-0.06,ApSi,-0.014,0.007,,false
3868,,,,,,84228,237237,,145.449167,-55.214167,6.0,,-0.13,B4V,-0.018,-0.004,,false
3869,,,,,,84252,98742,,146.125,18.863611,6.5,R,,K0,-0.007,-0.054,,false
3870,,,,,,84335,27377,CS UMa,146.632083,57.128056,5.2,,1.62,M3IIIab,0.004,0.034,,false
3871,   The Ant,,The,,Ant,84367,177908,,146.050417,-27.769444,4.79,,0.51,A8V+F7II-III,-0.047,0.035,0.053,false
3872,,,,,,84400,237260,IP Vel,145.864583,-51.228333,6.15,,-0.1,B6V,-0.024,-0.004,,false
3873, 17Eps Leo,17,Eps,,Leo,84441,81004,4613,146.462917,23.774167,2.98,,0.8,G1II,-0.046,-0.011,0.01,false
3874,,,,,,84447,200681,,146.065833,-39.571111,6.82,,0.3,F2-3V,-0.029,0.008,,false
3875,,,,,,84461,237268,,145.925833,-53.891667,5.56,,-0.04,A0IV,-0.068,0.022,,false
3876,,,,,,84542,117898,,146.541667,6.708611,5.79,,1.64,M1.5IIIab,0.004,-0.022,,false
3877, 18    Leo,18,,,Leo,84561,98755,,146.597083,11.81,5.63,,1.49,gK4,-0.017,0.015,,false
3878,,,,,,84567,177939,,146.340833,-30.202778,6.45,,-0.13,B0.5IIIn,-0.032,0.001,,false
3879,,,,,,84607,117901,,146.598333,1.785556,5.65,,0.34,F4IV,-0.056,-0.041,,false
3880, 19    Leo,19,,,Leo,84722,98767,,146.857917,11.568333,6.45,,0.43,A7Vn,-0.053,0.005,,false
3881,,,,,,84737,43046,,147.1475,46.021111,5.09,,0.62,G0.5Va,0.224,-0.092,0.073,false
3882,,,,,,84748,98769,R Leo,146.889583,11.428889,6.02,,1.3,M8IIIe,0.002,-0.042,0.02,false
3883,,,,,,84809,237314,4623,146.41875,-57.185556,6.46,,-0.11,B8III-IV,-0.031,0.017,,false
3884,,,,,,84810,250683,l Car,146.311667,-62.507778,3.69,,1.22,G5Iab-Ib,-0.014,0.007,0.027,false
3885,,,,,,84812,15000,,147.59875,65.593333,6.31,,0.28,A9Vn,-0.052,-0.029,,false
3886,,,,,,84816,221484,Var?,146.626667,-44.755,5.55,,-0.18,B2.5IV,-0.008,0.002,,false
3887,,,,,,84850,237321,,146.480833,-58.794167,6.22,,0.46,F5IV,-0.123,0.059,,false
3888, 29Ups UMa,29,Ups,,UMa,84999,27401,Ups UMa,147.7475,59.038611,3.8,,0.29,F2IV,-0.293,-0.151,0.041,false
3889, 20    Leo,20,,,Leo,85040,81035,DG Leo,147.45875,21.179444,6.09,,0.25,A7IVn,-0.043,-0.012,,false
3890,   Ups Car,,Ups,,Car,85123,250695,,146.775417,-65.071944,3.01,,0.28,A6Ib,-0.012,0.011,0.027,false
3891,   Ups Car,,Ups,,Car,85124,250696,,146.777917,-65.0725,6.26,,0.08,B7III,-0.011,0.023,0.027,false
3892,,,,,,85206,200777,,147.367083,-37.186389,5.97,,1.24,K1III,-0.084,0.023,,false
3893,  4    Sex,4,,,Sex,85217,117937,,147.625417,4.343611,6.24,,0.48,F7Vn,-0.147,-0.055,,false
3894, 30Phi UMa,30,Phi,,UMa,85235,27408,,148.026667,54.064444,4.59,,0.03,A3IV,-0.004,0.021,0.032,false
3895,,,,,,85250,237370,,147.166667,-56.411944,6.06,,0.94,K0III,-0.056,0.014,,false
3896, 23    Leo,23,,,Leo,85268,98809,,147.758333,13.066111,6.46,,1.58,M0III,0.028,-0.008,,false
3897,,,,,,85296,200784,,147.46375,-36.268611,6.37,,1.01,K0III,-0.022,0.002,,false
3898,,,,,,85355,221523,,147.487917,-45.732778,5.08,,-0.1,B7III,-0.026,0.004,,false
3899,  6    Sex,6,,,Sex,85364,137183,,147.808333,-4.243333,6.01,,0.17,A8III,0.013,-0.028,,false
3900, 22    Leo,22,,,Leo,85376,81054,,147.970833,24.395278,5.32,,0.23,A5IV,0.006,-0.179,0.04,false
3901,,,,,,85380,137185,,147.84,-6.181667,6.42,,0.58,F8V,-0.125,0.06,,false
3902,   Nu  Cha,,Nu,,Cha,85396,256658,,146.585833,-76.776111,5.45,,0.89,G8III,0.079,-0.056,0.019,false
3903, 39Ups1Hya,39,Ups,1,Hya,85444,155542,,147.869583,-14.846667,4.12,,0.92,G7-III,0.017,-0.026,0.021,false
3904,,,,,,85483,221538,,147.675,-46.934444,5.73,,1.08,K0IIICNIb,-0.034,0.016,,false
3905, 24Mu  Leo,24,Mu,,Leo,85503,81064,,148.190833,26.006944,3.88,,1.22,K2IIICN1Ca1,-0.216,-0.056,0.025,false
3906,  7    Sex,7,,,Sex,85504,117959,4656,148.050833,2.454167,6.02,,-0.04,A0V s,-0.181,0.092,0.011,false
3907,,,,,,85505,117960,,148.05,0.075556,6.35,,0.94,G9III,-0.022,-0.032,,false
3908,,,,,,85519,155553,,147.998333,-16.534722,6.08,,1.04,K0,0.026,-0.067,,false
3909,  8Gam Sex,8,Gam,,Sex,85558,137199,,148.126667,-8.105,5.05,,0.04,A1V,-0.055,-0.04,0.013,false
3910,,,,,,85563,221547,,147.8325,-46.193889,5.62,,1.17,K2III,-0.043,0.033,,false
3911,,,,,,85583,15023,,148.764167,61.116111,6.27,,1.05,K0,0.009,-0.002,,false
3912,,,,,,85622,221553,4658,147.92,-46.547778,4.58,,1.2,G5Ib,-0.008,-0.001,0.007,false
3913,,,,,,85655,237418,,147.800417,-59.425833,5.79,,1.36,K2IVCNIV-Vp,0.035,-0.045,,false
3914,,,,,,85656,250721,,147.732083,-62.745278,5.57,,1.32,K1IIICNII,-0.007,0.007,,false
3915,,,,,,85709,117975,,148.42875,5.958333,5.95,,1.66,M2III,-0.008,-0.006,,false
3916,,,,,,85725,178130,,148.241667,-27.332222,6.3,,0.62,G1V,-0.284,0.093,0.015,false
3917, 31    UMa,31,,,UMa,85795,27430,SY UMa,148.929167,49.82,5.27,,0.07,A3III,-0.003,0.022,0.025,false
3918,,,,,,85841,7009,,149.595,72.879444,5.83,,1.14,gK3,-0.076,-0.035,,false
3919,,,,,,85859,178158,,148.55125,-25.9325,4.88,,1.23,K2+III-IIIb,-0.18,0.054,0.031,false
3920,,,,,,85871,237448,4668,148.25,-55.373333,6.48,,-0.14,B1IV,-0.018,0.001,,false
3921,,,,,,85905,178164,,148.632083,-22.488333,6.24,,0.04,A2,-0.038,-0.031,,false
3922,,,,,,85945,27438,,149.306667,57.418333,5.93,,0.89,G5III,0.032,-0.059,0.007,false
3923,,,,,,85951,155588,,148.7175,-19.009444,4.94,,1.57,M1III,-0.047,-0.037,0.011,false
3924,,,,,,85953,237464,Var?,148.459167,-51.146944,5.93,,-0.15,B2III,-0.005,-0.01,,false
3925,,,,,,85980,221592,,148.573333,-45.283889,5.71,,-0.11,B3V,-0.02,-0.008,,false
3926,,,,,,86080,118001,,149.108333,8.933056,5.85,,1.13,gK2,-0.085,0.018,0.011,false
3927,,,,,,86087,237483,,148.71375,-50.243889,5.72,,-0.01,A0V,-0.029,0.012,,false
3928, 19    LMi,19,,,LMi,86146,43115,,149.42125,41.055556,5.14,,0.46,F6V s,-0.117,-0.025,0.04,false
3929,,,,,,86166,43117,,149.487083,45.414444,6.3,,1.11,K0III,0.011,-0.03,,false
3930,,,,,,86211,221617,,149.0225,-40.824722,6.41,,1.61,M1III,-0.018,-0.022,,false
3931,,,,,,86266,178214,,149.19375,-26.550278,6.28,,0.22,A4V,-0.114,0.006,,false
3932,,,,,,86267,200889,,149.147917,-33.418611,5.84,,1.2,K1III,0.038,0.016,,false
3933,,,,,,86301,178216,,149.225,-27.475,6.32,,0.17,A4V,-0.081,0.029,,false
3934,,,,,,86321,1637,Var,152.142917,83.918333,6.37,,1.52,K0,-0.004,0.007,,false
3935,,,,,,86352,237514,,149.09125,-51.336111,6.37,,-0.17,B2IV-V,-0.004,-0.007,,false
3936,,,,,,86358,81120,,149.60875,27.758889,6.3,R,,F3V,-0.117,-0.034,,false
3937, 27Nu  Leo,27,Nu,,Leo,86360,98876,,149.555833,12.444722,5.26,,-0.04,B9IV,-0.025,-0.015,0.018,false
3938,,,,,,86369,118023,,149.531667,8.314167,6.04,,1.36,gK3,0.011,-0.024,,false
3939,,,,,,86378,27464,,149.965417,56.811944,5.48,,1.46,K5III,-0.029,-0.026,,false
3940,   Phi Vel,,Phi,,Vel,86440,237522,,149.215833,-54.567778,3.54,,-0.08,B5Ib,-0.01,0.003,,false
3941,,,,,,86466,237526,IV Vel,149.295417,-52.638889,6.12,,-0.13,B3IV,-0.01,-0.002,,false
3942,,,,,,86513,81129,,149.900833,29.645278,5.73,,1.06,gG9,-0.095,-0.039,,false
3943,,,,,,86523,221644,,149.427083,-48.414444,6.05,,-0.14,B3V,-0.016,-0.015,,false
3944,,,,,,86606,256672,,149.040417,-71.389444,6.35,,-0.08,B9Ib,-0.02,-0.002,,false
3945, 12    Sex,12,,,Sex,86611,118041,4694,149.929583,3.384722,6.7,,0.27,F0V,-0.066,0.022,,false
3946,,,,,,86612,178271,Var?,149.775417,-23.950278,6.21,,-0.1,B4Ve,-0.049,0.023,,false
3947,   Eta Ant,,Eta,,Ant,86629,200926,,149.717917,-35.891111,5.23,,0.31,F1III-IV,-0.087,-0.02,0.029,false
3948,,,,,,86634,250760,,149.313333,-64.489444,6.58,,1.13,K0-1III,-0.13,0.084,,false
3949,,,,,,86659,250761,,149.24875,-69.101944,6.2,,-0.1,B3V,-0.027,0.0,,false
3950, 29Pi  Leo,29,Pi,,Leo,86663,118044,4699,150.053333,8.044167,4.7,,1.6,M2-IIIab,-0.03,-0.023,0.017,false
3951, 20    LMi,20,,,LMi,86728,61808,,150.252917,31.923611,5.36,,0.66,G3VaHdel 1,-0.528,-0.428,0.053,false
3952,,,,,,87015,81154,,150.70375,21.949167,5.66,,-0.19,B2.5IV,-0.017,-0.006,,false
3953,,,,,,87030,237586,,150.143333,-56.946667,6.52,,0.98,K0III,-0.064,0.008,,false
3954,,,,,,87141,27503,,151.15125,53.891667,5.74,,0.48,F5V,-0.022,-0.002,,false
3955,,,,,,87152,237612,Var?,150.41875,-53.364444,6.2,,-0.13,B2.5V,-0.036,-0.017,,false
3956,,,,,,87199,200994,,150.705417,-30.5775,6.54,,1.19,K1III,-0.014,0.03,,false
3957,,,,,,87238,237621,,150.491667,-57.349722,6.2,,1.12,K1II,-0.041,0.027,,false
3958,,,,,,87243,27512,,151.29375,52.370833,6.14,R,,A5IV,-0.004,-0.02,,false
3959,,,,,,87262,137326,,150.920833,-9.573889,6.12,,1.66,K0,0.005,-0.011,,false
3960,,,,,,87283,250782,,150.5,-60.420833,5.94,,0.26,A9IV,-0.019,0.006,,false
3961, 13    Sex,13,,,Sex,87301,118086,,151.035,3.201111,6.45,,0.4,F4V,-0.075,-0.097,,false
3962,,,,,,87318,178357,,150.9225,-25.316667,6.7,,0.0,A0III-IV,-0.039,0.009,,false
3963,,,,,,87344,155704,,151.012083,-18.101667,5.86,,-0.06,A0V,-0.01,-0.002,,false
3964,,,,,,87363,221728,,150.835417,-46.636111,6.12,,0.02,A0V,-0.029,-0.01,,false
3965,,,,,,87427,178367,,151.0875,-24.285556,5.7,,0.3,A8V,-0.114,0.023,,false
3966,,,,,,87436,237640,,150.749583,-60.178611,6.19,,0.17,A6II-III,-0.013,0.005,,false
3967,,,,,,87438,250789,4720,150.705833,-62.156389,6.42,,1.72,K3Ib,-0.01,0.01,,false
3968,,,,,,87477,201020,,151.0975,-39.975833,6.43,,1.3,K1III,-0.034,-0.003,,false
3969,,,,,,87500,98944,,151.420417,15.7575,6.37,,0.37,F2Vn,-0.078,-0.017,,false
3970, 40Ups2Hya,40,Ups,2,Hya,87504,155713,4725,151.28125,-13.064722,4.6,,-0.09,B9III-IV,-0.037,0.018,,false
3971,,,,,,87543,250795,,150.892917,-61.883889,6.14,,-0.04,B7IVne,-0.005,0.005,0.008,false
3972,,,,,,87606,201037,,151.313333,-36.383889,6.27,,1.11,K1III,-0.01,0.003,,false
3973, 14    Sex,14,,,Sex,87682,118111,,151.6975,5.611389,6.21,,0.94,K1III,-0.034,-0.013,,false
3974, 21    LMi,21,,,LMi,87696,61874,4736,151.8575,35.244722,4.48,,0.18,A7V,0.053,0.004,0.05,false
3975, 30Eta Leo,30,Eta,,Leo,87737,98955,4738,151.833333,16.762778,3.52,,-0.03,A0Ib,-0.002,0.0,0.003,false
3976,,,,,,87783,221773,,151.547083,-47.37,5.08,,0.88,K1IV+G5V,0.011,-0.057,0.017,false
3977,,,,,,87808,155739,,151.789583,-17.141667,5.6,,1.5,K7III,0.016,-0.063,,false
3978,,,,,,87816,237690,R Vel,151.529583,-52.188056,6.52,,0.98,K1III,-0.068,0.015,,false
3979,,,,,,87822,61882,,152.06625,31.604167,6.24,,0.45,F4V,-0.083,-0.08,,false
3980, 31    Leo,31,,,Leo,87837,98964,,151.97625,9.9975,4.37,,1.45,K3.5IIIbFe-1,-0.08,-0.061,,false
3981, 15Alp Sex,15,Alp,,Sex,87887,137366,,151.984583,-0.371667,4.49,,-0.04,A0III,-0.016,-0.013,0.015,false
3982, 32Alp Leo,32,Alp,,Leo,87901,98967,4750,152.092917,11.967222,1.35,,-0.11,B7V,-0.248,0.006,0.045,false
3983,   Mu 1Cha,,Mu,1,Cha,87971,258554,,150.182083,-82.214722,5.52,,0.03,A0IV,-0.031,0.032,,false
3984,,,,,,88013,201081,,152.007083,-37.333611,6.36,,0.98,K0III,-0.011,0.003,,false
3985,,,,,,88024,155765,,152.190417,-10.884722,6.53,,0.02,A2V,0.004,-0.003,,false
3986,,,,,,88025,155763,,152.147917,-15.611667,6.27,,-0.01,A0V,-0.027,0.014,,false
3987,,,,,,88161,43220,,152.745417,40.661389,6.32,,1.25,gK3,-0.014,-0.002,,false
3988,,,,,,88182,155777,,152.485417,-12.095833,6.24,,0.18,A5m,-0.005,-0.036,,false
3989, 17    Sex,17,,,Sex,88195,137385,,152.53125,-8.408333,5.91,,0.02,A1V,-0.026,-0.001,,false
3990,,,,,,88206,237736,,152.234583,-51.811111,4.86,,-0.12,B3IV,-0.01,0.001,,false
3991,,,,,,88215,155780,,152.524583,-12.816111,5.31,,0.36,F5V,-0.125,-0.113,0.028,false
3992,,,,,,88218,201109,,152.3825,-35.856667,6.13,,0.6,F8V,-0.437,0.014,0.048,false
3993,,,,,,88231,61914,4764,152.803333,37.401944,5.85,,1.29,gK3,-0.021,-0.031,,false
3994, 41Lam Hya,41,Lam,,Hya,88284,155785,,152.647083,-12.354167,3.61,,1.01,K0IIICN1,-0.202,-0.089,0.027,false
3995,,,,,,88323,250836,,152.1775,-65.815278,5.28,,0.98,K0III,-0.072,0.042,-0.014,false
3996, 18    Sex,18,,,Sex,88333,137395,4767,152.7325,-8.418333,5.65,,1.3,K2III,-0.006,-0.044,,false
3997,   Mu 2Cha,,Mu,2,Cha,88351,258561,4744,151.031667,-81.565833,6.6,,0.92,G6-8III,-0.046,0.047,,false
3998, 34    Leo,34,,,Leo,88355,98991,,152.909167,13.355,6.44,,0.46,F7V,0.04,-0.036,,false
3999,,,,,,88366,250840,S Car,152.34125,-61.549167,5.6,,1.6,M2-3IIIe,-0.094,0.073,,false
4000,,,,,,88372,137400,,152.824167,-7.316667,6.25,,0.01,A2Vn,0.012,-0.014,,false
4001,,,,,,88399,221832,,152.657917,-41.715,5.98,,1.24,K2-3III,0.05,-0.12,,false
4002,,,,,,88473,250844,,152.377083,-68.683333,5.81,,0.02,A0IV,-0.008,0.01,0.007,false
4003,,,,,,88522,178526,,153.012083,-28.606389,6.28,,0.01,A1V,-0.026,-0.014,,false
4004, 19    Sex,19,,,Sex,88547,118164,,153.20125,4.614722,5.77,,1.18,gK0,-0.051,-0.005,,false
4005,,,,,,88595,155820,,153.1575,-19.153611,6.44,,0.5,F6V,-0.236,-0.116,,false
4006,,,,,,88639,81243,,153.4575,27.135833,6.04,,0.85,G3IIIFe-1,-0.018,0.002,,false
